Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00+00:00,1.3522284030914307,1.353179931640625,1.343273639678955,1.3522284030914307,0,0.0,0.0
2022-01-04 00:00:00+00:00,1.3482794761657715,1.3556748628616333,1.3460761308670044,1.3483266830444336,0,0.0,0.0
2022-01-05 00:00:00+00:00,1.353051781654358,1.3573309183120728,1.3522651195526123,1.353143334388733,0,0.0,0.0
2022-01-06 00:00:00+00:00,1.355546236038208,1.3557482957839966,1.3491089344024658,1.3555645942687988,0,0.0,0.0
2022-01-07 00:00:00+00:00,1.3533997535705566,1.3583449125289917,1.3529419898986816,1.353363037109375,0,0.0,0.0
2022-01-10 00:00:00+00:00,1.3590834140777588,1.3601926565170288,1.353417992591858,1.3592311143875122,0,0.0,0.0
2022-01-11 00:00:00+00:00,1.3581697940826416,1.362416386604309,1.3562816381454468,1.3580313920974731,0,0.0,0.0
2022-01-12 00:00:00+00:00,1.3634008169174194,1.3699380159378052,1.3622123003005981,1.3633265495300293,0,0.0,0.0
2022-01-13 00:00:00+00:00,1.3706891536712646,1.374948501586914,1.3705576658248901,1.3709993362426758,0,0.0,0.0
2022-01-14 00:00:00+00:00,1.371290683746338,1.374192714691162,1.3667699098587036,1.3713659048080444,0,0.0,0.0
2022-01-17 00:00:00+00:00,1.367353081703186,1.3688992261886597,1.3638657331466675,1.367353081703186,0,0.0,0.0
2022-01-18 00:00:00+00:00,1.364800214767456,1.3661202192306519,1.3576257228851318,1.364800214767456,0,0.0,0.0
2022-01-19 00:00:00+00:00,1.3600815534591675,1.36481511592865,1.3589357137680054,1.3600261211395264,0,0.0,0.0
2022-01-20 00:00:00+00:00,1.360951542854309,1.3661575317382812,1.3601555824279785,1.3608589172363281,0,0.0,0.0
2022-01-21 00:00:00+00:00,1.3600261211395264,1.3603591918945312,1.3547565937042236,1.359767198562622,0,0.0,0.0
2022-01-24 00:00:00+00:00,1.3554911613464355,1.3566679954528809,1.3443028926849365,1.3555830717086792,0,0.0,0.0
2022-01-25 00:00:00+00:00,1.348981499671936,1.3500559329986572,1.343706727027893,1.3489269018173218,0,0.0,0.0
2022-01-26 00:00:00+00:00,1.3510409593582153,1.3524478673934937,1.3494184017181396,1.3510775566101074,0,0.0,0.0
2022-01-27 00:00:00+00:00,1.34678316116333,1.34678316116333,1.3360588550567627,1.3468012809753418,0,0.0,0.0
2022-01-28 00:00:00+00:00,1.338849425315857,1.3432012796401978,1.3365589380264282,1.3388315439224243,0,0.0,0.0
2022-01-31 00:00:00+00:00,1.3402130603790283,1.3454241752624512,1.3395309448242188,1.3403388261795044,0,0.0,0.0
2022-02-01 00:00:00+00:00,1.344266653060913,1.3514060974121094,1.3435803651809692,1.3445378541946411,0,0.0,0.0
2022-02-02 00:00:00+00:00,1.3523930311203003,1.3584926128387451,1.3517167568206787,1.352539300918579,0,0.0,0.0
2022-02-03 00:00:00+00:00,1.3564472198486328,1.3625463247299194,1.3539128303527832,1.3565024137496948,0,0.0,0.0
2022-02-04 00:00:00+00:00,1.359619379043579,1.361655831336975,1.3508037328720093,1.359841227531433,0,0.0,0.0
2022-02-07 00:00:00+00:00,1.353363037109375,1.3550318479537964,1.3491816520690918,1.3533447980880737,0,0.0,0.0
2022-02-08 00:00:00+00:00,1.3538395166397095,1.3566679954528809,1.3509862422943115,1.353780746459961,0,0.0,0.0
2022-02-09 00:00:00+00:00,1.3548115491867065,1.3588248491287231,1.3538211584091187,1.3547565937042236,0,0.0,0.0
2022-02-10 00:00:00+00:00,1.3533997535705566,1.3643310070037842,1.352539300918579,1.3533265590667725,0,0.0,0.0
2022-02-11 00:00:00+00:00,1.354976773262024,1.360877513885498,1.3515340089797974,1.3551788330078125,0,0.0,0.0
2022-02-14 00:00:00+00:00,1.3570178747177124,1.3572204113006592,1.349582314491272,1.3569625616073608,0,0.0,0.0
2022-02-15 00:00:00+00:00,1.3533265590667725,1.3566864728927612,1.349017858505249,1.3532898426055908,0,0.0,0.0
